time,S(t)
2930.56951675424,4.03867969392087
2965.3084133147,4.01791314692479
3000.05446276073,3.99725812596497
3034.68940155143,3.97114093176286
3069.66746592127,3.9506588400092
3104.39409966718,3.93033505430335
3138.89486696942,3.91017495536658
3173.91699540361,3.88445021964047
3208.83192345766,3.86440399750851
3243.50613178361,3.84451285438088
3278.33966082014,3.82467993102102
3312.98231709664,3.79950221590051
3347.84149677282,3.77987233004184
3382.38010564157,3.76040734035859
3417.24073117247,3.73551898812857
3452.19144479223,3.71616405113328
3486.93169892073,3.69694153363733
3521.60196723033,3.67782957383566
3556.22555270334,3.65340912961118
3591.13137468154,3.63443811213256
3629.24528750376,3.61477389410916
3663.72266187911,3.59608581799931
3698.83447969376,3.57198924523015
3733.59942560455,3.55340593685446
3768.67227574831,3.5348277045168
3803.89117121333,3.51098869933471
3839.05375539013,3.4925768690009
3875.40541047547,3.47382363236692
3912.23971159876,3.44999061288859
3947.32210679416,3.4318895867357
3982.85256949443,3.41376164159333
4018.75948961067,3.39560566432149
4057.15003379882,3.37171810758204
4092.6655145076,3.35385068796622
4128.17212221926,3.33082859679827
4164.34624666104,3.31295197887053
4200.50731247532,3.29518476650214
4237.75037882082,3.27211040776027
4274.23354440497,3.25443869296182
4311.14014101204,3.23673756366787
4348.19706894006,3.21395442138253
4385.16486155613,3.19641926518731
4421.40051652502,3.17902030149808
4459.40500091629,3.15635389749973
4495.93912565114,3.13917028711617
4533.38235705571,3.11667894273607
4570.60310905107,3.09944395820266
4608.72645551748,3.07708480227002
4646.72827655414,3.05989531133533
4683.25654388142,3.04313204464677
4719.42428022589,3.02145570114043
4756.32114276092,3.00473678787401
4793.73383882452,2.9829897975004
4830.84235224514,2.96639197584587
4867.82999430395,2.94488242065853
4904.7387960839,2.92845348738606
4941.84258571129,2.91203945364488
4978.16143714518,2.89088610417728
5015.23658019867,2.87464704859487
5052.74973469946,2.85347712885833
5090.57494795229,2.83726358138007
5127.62926812416,2.8212309820037
5164.89500391882,2.8003276469476
5202.27217316198,2.78437900258797
5238.92203321663,2.76373451147888
5276.28346620006,2.74793132224156
5313.99305260124,2.72729177221113
5351.44505383423,2.71163953088956
5388.30188720959,2.69129467877002
5425.20076236726,2.67583776261834
5462.40625866068,2.66039065851567
5499.72223590609,2.64017358790252
5536.71974458769,2.62490623943608
5573.30681780034,2.60498148282136
5611.45877047569,2.58966188597638
5648.92104366953,2.56976681561684
5686.16134535394,2.55471537664838
5723.24821887183,2.53499716256058
5760.71892233516,2.52003896266101
5797.40099958745,2.50053771209049
5834.81252977375,2.48562965880991
5872.7889900671,2.46604884919902
5911.10038085986,2.4511787543212
5948.41303414771,2.43183239308529
5985.75048686316,2.41725295841768
6023.40089324406,2.39805815573766
6060.95653590281,2.38363752298189
6097.24895768586,2.36476914094624
6134.36603185578,2.35049858302775
6172.01088780156,2.33158999610291
6210.10477708639,2.3172979326082
6247.85503275451,2.29849511936737
6286.08907334664,2.28424815099337
6325.09910762769,2.26543037077072
6362.54578128625,2.25148078743871
6401.29733542599,2.23281240268455
6440.47667949575,2.21872569178313
6480.27020682911,2.20009913801189
6518.36846800826,2.18630853107936
6558.94908787837,2.1676664302127
6597.48353148685,2.14943141350502
6639.4230532946,2.13529987591847
6679.22799122014,2.11704286794924
6719.187307549,2.10330062816599
6759.95219020849,2.08504495278456
6800.02487473345,2.06695198782989
6840.95516299122,2.05325342952751
6883.27626793655,2.03505486148723
6923.84508143038,2.01713227720572
6966.7143916321,2.00342582036183
7009.81246259074,1.985329201968
7051.21840105935,1.97192285930146
7092.77719501504,1.95417944271753
7135.7796386021,1.93631138276723
7177.87534401637,1.92300275654408
7222.45856534096,1.90513430372392
7265.51330279779,1.8874983876907
7308.11772533272,1.87432643972575
7351.13473427802,1.85681762422148
7392.67178741135,1.84387519898899
7435.30762239238,1.82655538570774
7479.41278946726,1.81345201655133
7522.80015259171,1.79621083276754
7566.8942716592,1.77893912412498
7608.93452463405,1.76624556025677
7652.54429236876,1.74918368768683
7697.83620334532,1.73625456707803
7742.00454450806,1.71926749373937
7787.36981426047,1.70643834270979
7831.59950487857,1.68958343099313
7875.79304612198,1.67701480225364
7920.37132983346,1.66025369669709
7964.75203220904,1.64776496832311
8009.59989882488,1.63112387024245
8054.89706390646,1.61451064067021
8101.31448645911,1.60200849092168
8147.87986674983,1.58540845224747
8192.92951098355,1.57313911517814
8238.2413506961,1.55680056577459
8283.82981742396,1.54050395999129
8329.44821648645,1.5283422951597
8375.81949766465,1.51210399587599
8422.08592074191,1.49999463011415
8467.8586426433,1.4839241524927
8513.40237285037,1.47201109713621
8559.95216085061,1.4560107974045
8606.41656897279,1.44010172926873
8651.92143065983,1.42834150935335
8698.94815951792,1.41250174743871
8745.21499458867,1.39680331548755
8791.02290208666,1.38518851058279
8836.81920135567,1.36965382519055
8882.46978960509,1.35419550049176
8927.87835324165,1.34278101613634
8974.1024404767,1.32739832196805
9020.11369650146,1.31211785452317
9065.26694837765,1.30086057067513
9111.88805614321,1.28564215660494
9157.27770784405,1.27446798323814
9202.59016018368,1.25947462279824
9248.50871987628,1.24450944306804
9293.6010718238,1.22966035386781
9339.5855571751,1.21866563546431
9385.32069801923,1.20390006589349
9430.83582088166,1.18920731917261
9476.60999095591,1.17838291086558
9522.40335960484,1.16379929370311
9567.81877832337,1.14929978442362
9613.67118047017,1.13482265135734
9659.81736211412,1.1204112740161
9705.70465859611,1.10984986976866
9752.13810695497,1.09552665468583
9798.07182037293,1.08130973057132
9843.82045851795,1.06718435903578
9889.75665266289,1.05308687760788
9934.91900580976,1.03910167577317
9980.46045183721,1.02888081374446
10025.4942241161,1.01502557650352
10071.5014118568,1.001173176778
10118.1945268887,0.98735553624142
10163.5913420096,0.973670624374682
10209.162877689,0.960036723106936
10253.8032197383,0.946526137968864
10298.0385046237,0.933094627883533
10343.3668179569,0.919662564556577
10387.0858390021,0.910005441904435
10433.3222387899,0.896635043612707
10478.7520058677,0.883371871654171
10522.8398453959,0.870248377438831
10568.3805908995,0.857103381589941
10614.4828140632,0.843996305472709
10658.3423390433,0.831054298238065
10702.6979962266,0.818162237259265
10748.582847291,0.805233951366298
10794.3459719221,0.792392452607737
10838.9443345422,0.776137733063841
10882.8630305971,0.763513206045087
10928.7681616172,0.750850827874077
10972.8754297406,0.738328614744521
11016.5310860957,0.725886126109194
11061.7104040358,0.713434253659615
11106.0936109359,0.701083832974047
11150.1959867893,0.688806583600423
11194.7202833763,0.676560990254304
11238.9358647368,0.664386916211534
11282.8794970523,0.652286236654403
11326.9799182754,0.636812482265015
11370.6826255369,0.624846048429559
11416.5322224011,0.612853310495891
11459.6676620155,0.601023171730055
11504.7396592604,0.589186211205973
11549.3545038322,0.574039138168626
11592.8640863738,0.562378532325058
11637.7014483892,0.550731163287972
11681.8084539717,0.539157715911917
11725.4781968463,0.524322320692033
11769.0184560785,0.512893292669875
11814.0611018139,0.501484518214266
11856.9095093024,0.490196901082756
11901.3594659729,0.475605927791509
11946.389266103,0.464370620243673
11989.8255792242,0.453236050674079
12033.5069096957,0.438881498329163
12077.8495480795,0.427850249354161
12122.2555918893,0.413611790461063
12165.6793265032,0.402719548943467
12210.1334085722,0.391864499356998
12252.754741293,0.377870149950588
12296.0691044195,0.367162482975056
12340.1052360389,0.353278331861713
12382.7202750187,0.342701710021917
12426.0161212012,0.332163730311991
12469.8118047531,0.318486790126167
12513.1860192328,0.30806464615333
12555.8464550417,0.294545598721529
12602.0822286083,0.281032480070572
12646.0230617283,0.27078087694312
12689.181761508,0.257463437425194
12732.5434712746,0.247341379334564
12774.5433353322,0.234168704736756
12816.1918707429,0.224186020726582
12860.4127229351,0.211116318743613
12900.0764037367,0.198173611023246
12938.4208247574,0.185307949300714
12975.4754698628,0.172515731053746
13009.9789385944,0.156737066759769
13044.7886512524,0.131824946552985
13079.1416742285,0
13113.2514574717,0
13147.2434134482,0
13186.7013987073,0
13246.5556571141,0
13315.9966313901,0
13387.6579197324,0
13456.0995361433,0
13527.4872523587,0
13597.4485524205,0
13666.9422756758,0
13736.9638875108,0
13806.4395021347,0
13874.9377545651,0
13944.759465849,0
14014.8583264007,0
14083.1966683662,0
14153.2417118025,0
14222.7739191027,0
14291.4872779879,0
14361.3049905835,0
14430.3553429166,0
14499.7594218753,0
14567.2677971587,0
14638.79697847,0
14707.8994834878,0
14776.4274254079,0
14845.3030008616,0
14915.6134531446,0
14984.514915584,0
15000.910962359,0
