Z,mus,mup,mum,Fs,Fp,Fm,phis,phip,phim
0.094,9.45585470687809e-05,-9.20990069936177,-9.2103912318146,9.41833176500845e-05,-9.20989798311558,-9.21038860615397,0.883602648620002,2.07620647467121e-06,0.00447873770520732
0.095,9.45582682225672e-05,-9.20990069942395,-9.21039123175883,9.41644908136474e-05,-9.20989784261776,-9.2103884655209,0.883601325082115,2.07618130533365e-06,0.00447878858727744
0.096,9.4557981660471e-05,-9.20990069948861,-9.21039123170151,9.41446793042283e-05,-9.20989769472237,-9.21038831748509,0.883599932124594,2.07615481664925e-06,0.00447884213811559
0.097,9.45576870742451e-05,-9.2099006995559,-9.21039123164261,9.41238314805526e-05,-9.20989753904114,-9.21038816165792,0.883598466084158,2.07612693906005e-06,0.00447889849855305
0.098,9.45573841254401e-05,-9.20990069962597,-9.21039123158201,9.41018930000481e-05,-9.20989737516545,-9.21038799763049,0.883596923103925,2.07609759933834e-06,0.00447895781686383
0.099,9.45570724711584e-05,-9.209900699699,-9.21039123151968,9.40788066788184e-05,-9.20989720266539,-9.2103878249725,0.883595299123208,2.0760667203945e-06,0.00447902024915696
0.1,9.45567517404493e-05,-9.20990069977524,-9.21039123145553,9.40545123451486e-05,-9.2098970210886,-9.21038764323125,0.883593589866774,2.07603422107365e-06,0.00447908595978968
0.101,9.45564215505937e-05,-9.20990069985483,-9.2103912313895,9.40289466844768e-05,-9.2098968299592,-9.21038745193043,0.883591790833529,2.07600001594289e-06,0.00447915512180205
0.102,9.45560814884847e-05,-9.20990069993802,-9.21039123132146,9.40020430771904e-05,-9.20989662877649,-9.21038725056891,0.883589897284624,2.07596401506616e-06,0.00447922791737454
0.103,9.45557311298248e-05,-9.20990070002504,-9.21039123125138,9.39737314285538e-05,-9.20989641701368,-9.21038703861941,0.883587904230924,2.07592612376872e-06,0.00447930453830949
0.104,9.4555370018137e-05,-9.20990070011615,-9.21039123117913,9.39439379892826e-05,-9.20989619411663,-9.21038681552731,0.883585806419832,2.07588624238823e-06,0.0044793851865379
0.105,9.45549976866302e-05,-9.20990070021167,-9.21039123110465,9.39125851677769e-05,-9.20989595950241,-9.21038658070913,0.883583598321415,2.07584426601409e-06,0.00447947007465268
0.106,9.45546136281179e-05,-9.20990070031188,-9.21039123102782,9.38795913325852e-05,-9.2098957125578,-9.21038633355101,0.883581274113803,2.07580008421198e-06,0.00447955942646993
0.107,9.45542173202314e-05,-9.20990070041716,-9.21039123094852,9.38448706052086e-05,-9.20989545263776,-9.21038607340733,0.883578827667832,2.07575358073534e-06,0.00447965347761944
0.108,9.45538082081763e-05,-9.20990070052787,-9.21039123086667,9.38083326427475e-05,-9.20989517906385,-9.21038579959891,0.883576252530876,2.07570463322117e-06,0.0044797524761662
0.109,9.45533857083162e-05,-9.20990070064438,-9.21039123078213,9.37698824089728e-05,-9.20989489112246,-9.21038551141141,0.883573541909838,2.07565311287055e-06,0.00447985668326426
0.11,9.45529492051588e-05,-9.20990070076716,-9.21039123069477,9.37294199354344e-05,-9.20989458806313,-9.21038520809354,0.883570688653253,2.07559888411237e-06,0.00447996637384484
0.111,9.45524980577049e-05,-9.20990070089671,-9.21039123060448,9.36868400698426e-05,-9.20989426909655,-9.21038488885513,0.883567685232455,2.07554180425005e-06,0.00448008183734029
0.112,9.45520315797814e-05,-9.20990070103349,-9.21039123051113,9.36420322124182e-05,-9.20989393339274,-9.2103845528652,0.883564523721765,2.07548172308986e-06,0.00448020337844573
0.113,9.4551549056176e-05,-9.20990070117806,-9.21039123041458,9.35948800391689e-05,-9.20989358007892,-9.21038419924994,0.883561195777649,2.07541848255053e-06,0.00448033131792045
0.114,9.4551049733939e-05,-9.2099007013311,-9.21039123031464,9.35452612119553e-05,-9.20989320823733,-9.2103838270905,0.883557692616784,2.0753519162524e-06,0.00448046599343099
0.115,9.45505328190294e-05,-9.20990070149325,-9.21039123021118,9.34930470752188e-05,-9.20989281690304,-9.21038343542073,0.88355400499299,2.07528184908599e-06,0.004480607760438
0.116,9.45499974751075e-05,-9.20990070166526,-9.21039123010401,9.34381023364184e-05,-9.20989240506163,-9.21038302322483,0.883550123172962,2.0752080967583e-06,0.00448075699312922
0.117,9.45494428242977e-05,-9.20990070184792,-9.21039122999298,9.33802847330745e-05,-9.20989197164667,-9.21038258943493,0.883546036910745,2.07513046531626e-06,0.00448091408540085
0.118,9.45488679430509e-05,-9.20990070204205,-9.21039122987792,9.33194446826324e-05,-9.20989151553704,-9.21038213292839,0.883541735420881,2.07504875064574e-06,0.00448107945188981
0.119,9.45482718519523e-05,-9.20990070224872,-9.21039122975857,9.32554249168244e-05,-9.20989103555448,-9.21038165252516,0.883537207350167,2.07496273794486e-06,0.00448125352905937
0.12,9.45476535293274e-05,-9.20990070246889,-9.2103912296348,9.31880600979762e-05,-9.2098905304605,-9.21038114698495,0.883532440747962,2.07487220117198e-06,0.00448143677634099
0.121,9.45470118969493e-05,-9.20990070270372,-9.21039122950634,9.31171764181615e-05,-9.20988999895362,-9.21038061500421,0.883527423034947,2.07477690246424e-06,0.00448162967733506
0.122,9.45463458189744e-05,-9.2099007029545,-9.21039122937297,9.30425911794125e-05,-9.20988943966628,-9.21038005521311,0.883522140970282,2.07467659152771e-06,0.00448183274107364
0.123,9.45456541004486e-05,-9.20990070322254,-9.21039122923448,9.29641123552094e-05,-9.20988885116139,-9.21037946617222,0.883516580617069,2.07457100499694e-06,0.00448204650334813
0.124,9.45449354816262e-05,-9.20990070350939,-9.21039122909058,9.28815381310288e-05,-9.20988823192929,-9.21037884636922,0.88351072730604,2.07445986576222e-06,0.00448227152810531
0.125,9.45441886407895e-05,-9.20990070381665,-9.21039122894103,9.27946564256432e-05,-9.20988758038406,-9.21037819421527,0.883504565597386,2.07434288226377e-06,0.00448250840891494
0.126,9.4543412185595e-05,-9.2099007041462,-9.21039122878554,9.27032443899384e-05,-9.20988689485984,-9.21037750804141,0.883498079240617,2.07421974775023e-06,0.00448275777051267
0.127,9.45426046465818e-05,-9.20990070449993,-9.21039122862382,9.26070678843594e-05,-9.20988617360723,-9.21037678609472,0.883491251132381,2.07409013950117e-06,0.0044830202704218
0.128,9.45417644888676e-05,-9.20990070488014,-9.21039122845557,9.25058809329721e-05,-9.20988541478905,-9.21037602653433,0.883484063272126,2.07395371801065e-06,0.00448329660065794
0.129,9.45408900791972e-05,-9.2099007052891,-9.21039122828044,9.23994251550431e-05,-9.20988461647645,-9.21037522742722,0.883476496715495,2.07381012613113e-06,0.00448358748952048
0.13,9.45399797211223e-05,-9.20990070572949,-9.21039122809812,9.2287429171084e-05,-9.20988377664444,-9.2103743867439,0.883468531525362,2.07365898817562e-06,0.00448389370347518
0.131,9.45390316092571e-05,-9.20990070620413,-9.21039122790822,9.21696079857065e-05,-9.2098828931676,-9.21037350235397,0.883460146720375,2.07349990897542e-06,0.00448421604913232
0.132,9.45380438575825e-05,-9.20990070671624,-9.21039122771038,9.20456623439425e-05,-9.2098819638152,-9.21037257202139,0.883451320220901,2.07333247289302e-06,0.00448455537532494
